day,year,mo,da,collision_date,sndp,NUM_COLLISIONS
2,2013,12,03,2013-12-03,999.9,553
5,2013,12,06,2013-12-06,999.9,759
7,2013,12,29,2013-12-29,999.9,394
7,2013,12,15,2013-12-15,999.9,450
5,2014,01,03,2014-01-03,7.1,423
6,2014,01,04,2014-01-04,7.1,418
6,2014,01,18,2014-01-18,999.9,448
5,2014,01,31,2014-01-31,1.2,560
5,2014,01,17,2014-01-17,999.9,589
6,2014,01,25,2014-01-25,5.1,475
3,2014,01,22,2014-01-22,7.1,498
2,2014,01,28,2014-01-28,1.2,504
3,2014,01,01,2014-01-01,999.9,399
1,2014,01,27,2014-01-27,2.0,511
1,2014,01,06,2014-01-06,1.2,518
2,2014,01,07,2014-01-07,1.2,491
7,2014,01,12,2014-01-12,999.9,388
5,2014,01,10,2014-01-10,999.9,667
2,2014,01,21,2014-01-21,5.1,1161
3,2014,01,29,2014-01-29,1.2,649
7,2014,01,19,2014-01-19,999.9,380
4,2014,01,16,2014-01-16,999.9,521
4,2014,01,23,2014-01-23,5.9,612
4,2014,01,30,2014-01-30,1.2,657
6,2014,01,11,2014-01-11,999.9,465
2,2014,01,14,2014-01-14,999.9,559
1,2014,01,13,2014-01-13,999.9,568
7,2014,01,05,2014-01-05,5.1,320
3,2014,01,15,2014-01-15,999.9,583
4,2014,01,09,2014-01-09,999.9,561
1,2014,01,20,2014-01-20,999.9,360
5,2014,01,24,2014-01-24,5.1,705
7,2014,01,26,2014-01-26,5.1,465
3,2014,01,08,2014-01-08,999.9,616
4,2014,01,02,2014-01-02,999.9,603
4,2014,02,27,2014-02-27,999.9,571
5,2014,02,28,2014-02-28,999.9,655
6,2014,02,08,2014-02-08,5.1,424
2,2014,02,04,2014-02-04,5.1,613
1,2014,02,17,2014-02-17,9.1,491
4,2014,02,06,2014-02-06,5.9,569
2,2014,02,11,2014-02-11,5.1,636
7,2014,02,09,2014-02-09,5.1,450
7,2014,02,02,2014-02-02,999.9,417
7,2014,02,23,2014-02-23,1.2,414
1,2014,02,24,2014-02-24,999.9,569
6,2014,02,01,2014-02-01,999.9,507
3,2014,02,12,2014-02-12,5.1,640
1,2014,02,10,2014-02-10,5.9,678
4,2014,02,20,2014-02-20,3.9,556
6,2014,02,22,2014-02-22,1.2,587
3,2014,02,05,2014-02-05,5.9,468
7,2014,02,16,2014-02-16,9.8,464
3,2014,02,19,2014-02-19,5.9,552
5,2014,02,07,2014-02-07,5.1,675
1,2014,02,03,2014-02-03,7.1,960
5,2014,02,14,2014-02-14,9.1,792
2,2014,02,18,2014-02-18,9.1,518
6,2014,02,15,2014-02-15,9.8,516
2,2014,02,25,2014-02-25,999.9,513
4,2014,02,13,2014-02-13,9.1,447
3,2014,02,26,2014-02-26,999.9,511
5,2014,02,21,2014-02-21,1.2,545
2,2014,03,11,2014-03-11,999.9,510
4,2014,03,27,2014-03-27,999.9,538
7,2014,03,30,2014-03-30,999.9,437
7,2014,03,16,2014-03-16,999.9,412
1,2014,03,31,2014-03-31,999.9,559
7,2014,03,02,2014-03-02,999.9,344
4,2014,03,06,2014-03-06,999.9,558
2,2014,03,25,2014-03-25,999.9,474
1,2014,03,17,2014-03-17,999.9,519
6,2014,03,15,2014-03-15,999.9,519
6,2014,03,01,2014-03-01,999.9,497
7,2014,03,09,2014-03-09,999.9,404
6,2014,03,22,2014-03-22,999.9,493
1,2014,03,03,2014-03-03,1.2,440
5,2014,03,21,2014-03-21,999.9,589
5,2014,03,28,2014-03-28,999.9,530
6,2014,03,29,2014-03-29,999.9,569
7,2014,03,23,2014-03-23,999.9,427
1,2014,03,24,2014-03-24,999.9,547
3,2014,03,26,2014-03-26,999.9,563
3,2014,03,12,2014-03-12,999.9,515
1,2014,03,10,2014-03-10,999.9,513
6,2014,03,08,2014-03-08,999.9,515
2,2014,03,18,2014-03-18,999.9,551
2,2014,03,04,2014-03-04,1.2,532
5,2014,03,07,2014-03-07,999.9,533
3,2014,03,05,2014-03-05,999.9,491
4,2014,03,13,2014-03-13,999.9,545
5,2014,03,14,2014-03-14,999.9,585
4,2014,03,20,2014-03-20,999.9,627
3,2014,03,19,2014-03-19,999.9,525
3,2014,04,16,2014-04-16,999.9,570
5,2014,04,25,2014-04-25,999.9,617
2,2014,04,15,2014-04-15,999.9,452
7,2014,04,06,2014-04-06,999.9,484
5,2014,04,18,2014-04-18,999.9,496
6,2014,04,05,2014-04-05,999.9,580
1,2014,04,28,2014-04-28,999.9,597
5,2014,04,04,2014-04-04,999.9,622
1,2014,04,21,2014-04-21,999.9,521
6,2014,04,26,2014-04-26,999.9,548
1,2014,04,14,2014-04-14,999.9,514
7,2014,04,27,2014-04-27,999.9,449
4,2014,04,24,2014-04-24,999.9,586
7,2014,04,13,2014-04-13,999.9,482
6,2014,04,12,2014-04-12,999.9,578
4,2014,04,17,2014-04-17,999.9,508
2,2014,04,08,2014-04-08,999.9,606
3,2014,04,02,2014-04-02,999.9,519
2,2014,04,22,2014-04-22,999.9,459
1,2014,04,07,2014-04-07,999.9,533
5,2014,04,11,2014-04-11,999.9,609
3,2014,04,09,2014-04-09,999.9,595
6,2014,04,19,2014-04-19,999.9,525
3,2014,04,23,2014-04-23,999.9,536
4,2014,04,10,2014-04-10,999.9,645
2,2014,04,29,2014-04-29,999.9,555
7,2014,04,20,2014-04-20,999.9,393
3,2014,04,30,2014-04-30,999.9,651
2,2014,04,01,2014-04-01,999.9,549
4,2014,04,03,2014-04-03,999.9,592
4,2014,05,15,2014-05-15,999.9,659
4,2014,05,08,2014-05-08,999.9,596
4,2014,05,01,2014-05-01,999.9,650
1,2014,05,26,2014-05-26,999.9,433
6,2014,05,10,2014-05-10,999.9,549
4,2014,05,29,2014-05-29,999.9,663
1,2014,05,05,2014-05-05,999.9,618
6,2014,05,31,2014-05-31,999.9,587
5,2014,05,16,2014-05-16,999.9,700
3,2014,05,07,2014-05-07,999.9,603
5,2014,05,30,2014-05-30,999.9,650
6,2014,05,24,2014-05-24,999.9,486
3,2014,05,28,2014-05-28,999.9,538
6,2014,05,03,2014-05-03,999.9,590
3,2014,05,14,2014-05-14,999.9,638
5,2014,05,02,2014-05-02,999.9,698
5,2014,05,23,2014-05-23,999.9,660
2,2014,05,13,2014-05-13,999.9,560
7,2014,05,04,2014-05-04,999.9,451
7,2014,05,25,2014-05-25,999.9,472
7,2014,05,18,2014-05-18,999.9,507
4,2014,05,22,2014-05-22,999.9,593
1,2014,05,12,2014-05-12,999.9,581
2,2014,05,27,2014-05-27,999.9,645
1,2014,05,19,2014-05-19,999.9,572
3,2014,05,21,2014-05-21,999.9,575
2,2014,05,06,2014-05-06,999.9,565
2,2014,05,20,2014-05-20,999.9,650
6,2014,05,17,2014-05-17,999.9,619
5,2014,05,09,2014-05-09,999.9,584
7,2014,05,11,2014-05-11,999.9,584
3,2014,06,18,2014-06-18,999.9,663
6,2014,06,07,2014-06-07,999.9,623
2,2014,06,17,2014-06-17,999.9,666
2,2014,06,10,2014-06-10,999.9,569
3,2014,06,25,2014-06-25,999.9,646
4,2014,06,26,2014-06-26,999.9,670
4,2014,06,19,2014-06-19,999.9,675
7,2014,06,15,2014-06-15,999.9,475
1,2014,06,30,2014-06-30,999.9,610
1,2014,06,16,2014-06-16,999.9,622
6,2014,06,21,2014-06-21,999.9,557
7,2014,06,22,2014-06-22,999.9,477
7,2014,06,01,2014-06-01,999.9,604
7,2014,06,29,2014-06-29,999.9,537
3,2014,06,04,2014-06-04,999.9,582
2,2014,06,24,2014-06-24,999.9,632
5,2014,06,27,2014-06-27,999.9,660
5,2014,06,06,2014-06-06,999.9,743
6,2014,06,14,2014-06-14,999.9,613
1,2014,06,09,2014-06-09,999.9,528
5,2014,06,13,2014-06-13,999.9,708
4,2014,06,05,2014-06-05,999.9,569
3,2014,06,11,2014-06-11,999.9,576
1,2014,06,23,2014-06-23,999.9,644
1,2014,06,02,2014-06-02,999.9,643
2,2014,06,03,2014-06-03,999.9,663
7,2014,06,08,2014-06-08,999.9,516
5,2014,06,20,2014-06-20,999.9,765
4,2014,06,12,2014-06-12,999.9,563
6,2014,06,28,2014-06-28,999.9,611
6,2014,07,05,2014-07-05,999.9,505
7,2014,07,20,2014-07-20,999.9,451
3,2014,07,09,2014-07-09,999.9,569
3,2014,07,02,2014-07-02,999.9,658
2,2014,07,01,2014-07-01,999.9,616
2,2014,07,08,2014-07-08,999.9,594
1,2014,07,21,2014-07-21,999.9,557
3,2014,07,16,2014-07-16,999.9,551
5,2014,07,18,2014-07-18,999.9,624
6,2014,07,12,2014-07-12,999.9,550
1,2014,07,28,2014-07-28,999.9,595
5,2014,07,04,2014-07-04,999.9,360
4,2014,07,24,2014-07-24,999.9,539
7,2014,07,06,2014-07-06,999.9,451
5,2014,07,25,2014-07-25,999.9,653
6,2014,07,26,2014-07-26,999.9,534
2,2014,07,22,2014-07-22,999.9,587
5,2014,07,11,2014-07-11,999.9,642
4,2014,07,10,2014-07-10,999.9,584
3,2014,07,30,2014-07-30,999.9,605
7,2014,07,27,2014-07-27,999.9,476
1,2014,07,14,2014-07-14,999.9,567
3,2014,07,23,2014-07-23,999.9,591
6,2014,07,19,2014-07-19,999.9,480
2,2014,07,15,2014-07-15,999.9,587
4,2014,07,31,2014-07-31,999.9,626
2,2014,07,29,2014-07-29,999.9,526
7,2014,07,13,2014-07-13,999.9,439
1,2014,07,07,2014-07-07,999.9,614
4,2014,07,17,2014-07-17,999.9,587
4,2014,07,03,2014-07-03,999.9,740
4,2014,08,28,2014-08-28,999.9,618
3,2014,08,27,2014-08-27,999.9,538
5,2014,08,22,2014-08-22,999.9,568
1,2014,08,11,2014-08-11,999.9,604
3,2014,08,06,2014-08-06,999.9,562
4,2014,08,21,2014-08-21,999.9,567
6,2014,08,02,2014-08-02,999.9,540
7,2014,08,17,2014-08-17,999.9,476
3,2014,08,13,2014-08-13,999.9,572
1,2014,08,25,2014-08-25,999.9,549
6,2014,08,30,2014-08-30,999.9,510
6,2014,08,16,2014-08-16,999.9,490
7,2014,08,03,2014-08-03,999.9,476
5,2014,08,15,2014-08-15,999.9,522
5,2014,08,08,2014-08-08,999.9,601
5,2014,08,01,2014-08-01,999.9,667
2,2014,08,12,2014-08-12,999.9,491
4,2014,08,07,2014-08-07,999.9,585
6,2014,08,23,2014-08-23,999.9,454
2,2014,08,26,2014-08-26,999.9,608
5,2014,08,29,2014-08-29,999.9,631
7,2014,08,24,2014-08-24,999.9,437
1,2014,08,18,2014-08-18,999.9,595
7,2014,08,31,2014-08-31,999.9,495
3,2014,08,20,2014-08-20,999.9,551
2,2014,08,05,2014-08-05,999.9,606
7,2014,08,10,2014-08-10,999.9,512
1,2014,08,04,2014-08-04,999.9,589
4,2014,08,14,2014-08-14,999.9,625
2,2014,08,19,2014-08-19,999.9,516
6,2014,08,09,2014-08-09,999.9,538
4,2014,09,25,2014-09-25,999.9,491
1,2014,09,01,2014-09-01,999.9,392
5,2014,09,19,2014-09-19,999.9,648
2,2014,09,30,2014-09-30,999.9,589
2,2014,09,16,2014-09-16,999.9,613
5,2014,09,12,2014-09-12,999.9,730
5,2014,09,26,2014-09-26,999.9,643
4,2014,09,18,2014-09-18,999.9,650
5,2014,09,05,2014-09-05,999.9,647
6,2014,09,13,2014-09-13,999.9,558
7,2014,09,14,2014-09-14,999.9,528
6,2014,09,27,2014-09-27,999.9,600
2,2014,09,02,2014-09-02,999.9,700
1,2014,09,08,2014-09-08,999.9,598
2,2014,09,23,2014-09-23,999.9,592
1,2014,09,22,2014-09-22,999.9,662
3,2014,09,24,2014-09-24,999.9,566
4,2014,09,11,2014-09-11,999.9,619
6,2014,09,20,2014-09-20,999.9,594
4,2014,09,04,2014-09-04,999.9,727
7,2014,09,07,2014-09-07,999.9,477
3,2014,09,10,2014-09-10,999.9,618
2,2014,09,09,2014-09-09,999.9,592
7,2014,09,21,2014-09-21,999.9,515
3,2014,09,03,2014-09-03,999.9,580
3,2014,09,17,2014-09-17,999.9,658
1,2014,09,29,2014-09-29,999.9,566
1,2014,09,15,2014-09-15,999.9,610
6,2014,09,06,2014-09-06,999.9,553
7,2014,09,28,2014-09-28,999.9,512
5,2014,10,17,2014-10-17,999.9,648
6,2014,10,04,2014-10-04,999.9,531
6,2014,10,11,2014-10-11,999.9,546
1,2014,10,20,2014-10-20,999.9,591
5,2014,10,31,2014-10-31,999.9,668
2,2014,10,07,2014-10-07,999.9,620
4,2014,10,30,2014-10-30,999.9,626
4,2014,10,02,2014-10-02,999.9,558
7,2014,10,19,2014-10-19,999.9,483
6,2014,10,25,2014-10-25,999.9,515
2,2014,10,14,2014-10-14,999.9,697
5,2014,10,03,2014-10-03,999.9,719
4,2014,10,16,2014-10-16,999.9,602
2,2014,10,28,2014-10-28,999.9,571
3,2014,10,01,2014-10-01,999.9,559
5,2014,10,24,2014-10-24,999.9,669
7,2014,10,12,2014-10-12,999.9,473
4,2014,10,09,2014-10-09,999.9,499
5,2014,10,10,2014-10-10,999.9,541
3,2014,10,22,2014-10-22,999.9,708
7,2014,10,05,2014-10-05,999.9,505
2,2014,10,21,2014-10-21,999.9,607
1,2014,10,27,2014-10-27,999.9,642
7,2014,10,26,2014-10-26,999.9,515
3,2014,10,29,2014-10-29,999.9,556
6,2014,10,18,2014-10-18,999.9,494
1,2014,10,13,2014-10-13,999.9,451
4,2014,10,23,2014-10-23,999.9,639
3,2014,10,15,2014-10-15,999.9,575
3,2014,10,08,2014-10-08,999.9,639
1,2014,10,06,2014-10-06,999.9,639
1,2014,11,03,2014-11-03,999.9,625
7,2014,11,09,2014-11-09,999.9,419
5,2014,11,14,2014-11-14,999.9,654
4,2014,11,27,2014-11-27,999.9,378
6,2014,11,08,2014-11-08,999.9,543
4,2014,11,13,2014-11-13,999.9,696
2,2014,11,04,2014-11-04,999.9,538
7,2014,11,23,2014-11-23,999.9,425
1,2014,11,24,2014-11-24,999.9,722
5,2014,11,21,2014-11-21,999.9,677
5,2014,11,07,2014-11-07,999.9,641
7,2014,11,02,2014-11-02,999.9,532
2,2014,11,18,2014-11-18,999.9,712
4,2014,11,06,2014-11-06,999.9,652
6,2014,11,22,2014-11-22,999.9,512
7,2014,11,30,2014-11-30,999.9,377
1,2014,11,17,2014-11-17,999.9,666
5,2014,11,28,2014-11-28,999.9,444
3,2014,11,26,2014-11-26,999.9,742
6,2014,11,01,2014-11-01,999.9,656
3,2014,11,05,2014-11-05,999.9,554
3,2014,11,19,2014-11-19,999.9,633
1,2014,11,10,2014-11-10,999.9,560
3,2014,11,12,2014-11-12,999.9,546
2,2014,11,25,2014-11-25,999.9,599
4,2014,11,20,2014-11-20,999.9,635
6,2014,11,29,2014-11-29,999.9,394
6,2014,11,15,2014-11-15,999.9,529
2,2014,11,11,2014-11-11,999.9,493
7,2014,11,16,2014-11-16,999.9,429
3,2014,12,24,2014-12-24,999.9,519
5,2014,12,12,2014-12-12,999.9,687
2,2014,12,02,2014-12-02,999.9,611
3,2014,12,03,2014-12-03,999.9,569
5,2014,12,26,2014-12-26,999.9,446
5,2014,12,19,2014-12-19,999.9,652
7,2014,12,28,2014-12-28,999.9,349
2,2014,12,09,2014-12-09,999.9,645
6,2014,12,06,2014-12-06,999.9,628
2,2014,12,30,2014-12-30,999.9,469
6,2014,12,27,2014-12-27,999.9,406
2,2014,12,16,2014-12-16,999.9,645
7,2014,12,07,2014-12-07,999.9,493
5,2014,12,05,2014-12-05,999.9,673
6,2014,12,20,2014-12-20,999.9,505
1,2014,12,22,2014-12-22,999.9,566
7,2014,12,21,2014-12-21,999.9,409
6,2014,12,13,2014-12-13,999.9,594
4,2014,12,25,2014-12-25,999.9,303
1,2014,12,08,2014-12-08,999.9,579
3,2014,12,17,2014-12-17,999.9,555
1,2014,12,01,2014-12-01,999.9,644
4,2014,12,18,2014-12-18,999.9,621
3,2014,12,10,2014-12-10,999.9,649
3,2014,12,31,2014-12-31,999.9,461
1,2014,12,15,2014-12-15,999.9,720
2,2014,12,23,2014-12-23,999.9,732
4,2014,12,11,2014-12-11,999.9,669
7,2014,12,14,2014-12-14,999.9,439
1,2014,12,29,2014-12-29,999.9,411
4,2014,12,04,2014-12-04,999.9,606
7,2015,01,18,2015-01-18,999.9,961
7,2015,01,25,2015-01-25,3.1,406
2,2015,01,13,2015-01-13,999.9,613
4,2015,01,15,2015-01-15,999.9,548
7,2015,01,04,2015-01-04,999.9,381
5,2015,01,09,2015-01-09,1.2,751
5,2015,01,16,2015-01-16,999.9,563
1,2015,01,19,2015-01-19,999.9,496
3,2015,01,07,2015-01-07,1.2,538
4,2015,01,22,2015-01-22,999.9,508
5,2015,01,30,2015-01-30,7.9,622
5,2015,01,02,2015-01-02,999.9,442
6,2015,01,03,2015-01-03,999.9,456
1,2015,01,12,2015-01-12,1.2,580
4,2015,01,29,2015-01-29,9.1,519
6,2015,01,24,2015-01-24,1.2,428
1,2015,01,26,2015-01-26,3.1,484
6,2015,01,17,2015-01-17,999.9,495
2,2015,01,20,2015-01-20,999.9,500
7,2015,01,11,2015-01-11,1.2,341
2,2015,01,06,2015-01-06,1.2,777
3,2015,01,14,2015-01-14,999.9,506
3,2015,01,28,2015-01-28,9.1,458
1,2015,01,05,2015-01-05,999.9,498
6,2015,01,31,2015-01-31,7.1,526
5,2015,01,23,2015-01-23,999.9,598
4,2015,01,01,2015-01-01,999.9,395
2,2015,01,27,2015-01-27,9.8,188
3,2015,01,21,2015-01-21,999.9,495
4,2015,01,08,2015-01-08,1.2,573
6,2015,01,10,2015-01-10,1.2,481
3,2015,02,04,2015-02-04,5.9,585
1,2015,02,23,2015-02-23,3.1,574
1,2015,02,02,2015-02-02,9.1,680
3,2015,02,11,2015-02-11,1.2,610
4,2015,02,26,2015-02-26,2.0,539
7,2015,02,08,2015-02-08,3.1,394
2,2015,02,03,2015-02-03,7.9,740
2,2015,02,17,2015-02-17,3.1,620
4,2015,02,19,2015-02-19,2.0,515
5,2015,02,06,2015-02-06,3.9,652
6,2015,02,28,2015-02-28,1.2,538
7,2015,02,22,2015-02-22,3.1,519
1,2015,02,16,2015-02-16,1.2,402
3,2015,02,25,2015-02-25,2.0,628
5,2015,02,13,2015-02-13,1.2,757
1,2015,02,09,2015-02-09,2.0,547
3,2015,02,18,2015-02-18,2.0,626
7,2015,02,01,2015-02-01,5.9,361
6,2015,02,14,2015-02-14,1.2,436
4,2015,02,12,2015-02-12,1.2,526
2,2015,02,10,2015-02-10,2.0,571
6,2015,02,21,2015-02-21,5.1,517
5,2015,02,20,2015-02-20,1.2,621
7,2015,02,15,2015-02-15,1.2,454
6,2015,02,07,2015-02-07,3.9,449
5,2015,02,27,2015-02-27,1.2,703
4,2015,02,05,2015-02-05,5.1,569
2,2015,02,24,2015-02-24,3.1,580
1,2015,03,02,2015-03-02,3.1,650
4,2015,03,19,2015-03-19,999.9,582
7,2015,03,29,2015-03-29,999.9,505
5,2015,03,13,2015-03-13,999.9,609
6,2015,03,14,2015-03-14,999.9,507
3,2015,03,18,2015-03-18,999.9,547
2,2015,03,31,2015-03-31,999.9,628
6,2015,03,28,2015-03-28,999.9,459
4,2015,03,12,2015-03-12,999.9,586
7,2015,03,01,2015-03-01,3.9,693
7,2015,03,15,2015-03-15,999.9,459
2,2015,03,24,2015-03-24,999.9,601
3,2015,03,04,2015-03-04,2.0,574
1,2015,03,16,2015-03-16,999.9,529
1,2015,03,30,2015-03-30,999.9,556
4,2015,03,05,2015-03-05,7.1,830
1,2015,03,23,2015-03-23,999.9,586
4,2015,03,26,2015-03-26,999.9,525
2,2015,03,03,2015-03-03,3.9,631
6,2015,03,21,2015-03-21,1.2,507
1,2015,03,09,2015-03-09,1.2,661
5,2015,03,20,2015-03-20,3.1,570
5,2015,03,27,2015-03-27,999.9,532
7,2015,03,22,2015-03-22,3.1,432
2,2015,03,17,2015-03-17,999.9,528
3,2015,03,11,2015-03-11,1.2,565
2,2015,03,10,2015-03-10,1.2,584
5,2015,03,06,2015-03-06,5.9,939
7,2015,03,08,2015-03-08,2.0,464
3,2015,03,25,2015-03-25,999.9,538
6,2015,03,07,2015-03-07,3.9,578
5,2015,04,24,2015-04-24,999.9,676
4,2015,04,16,2015-04-16,999.9,560
7,2015,04,26,2015-04-26,999.9,477
5,2015,04,10,2015-04-10,999.9,486
2,2015,04,14,2015-04-14,999.9,542
1,2015,04,06,2015-04-06,999.9,510
2,2015,04,28,2015-04-28,999.9,613
7,2015,04,05,2015-04-05,999.9,422
3,2015,04,01,2015-04-01,999.9,648
3,2015,04,15,2015-04-15,999.9,595
6,2015,04,25,2015-04-25,999.9,592
4,2015,04,09,2015-04-09,999.9,452
4,2015,04,23,2015-04-23,999.9,612
4,2015,04,30,2015-04-30,999.9,640
3,2015,04,29,2015-04-29,999.9,679
2,2015,04,21,2015-04-21,999.9,645
6,2015,04,11,2015-04-11,999.9,576
1,2015,04,13,2015-04-13,999.9,554
2,2015,04,07,2015-04-07,999.9,452
6,2015,04,04,2015-04-04,999.9,507
1,2015,04,20,2015-04-20,999.9,630
1,2015,04,27,2015-04-27,999.9,558
7,2015,04,19,2015-04-19,999.9,471
7,2015,04,12,2015-04-12,999.9,443
3,2015,04,22,2015-04-22,999.9,568
4,2015,04,02,2015-04-02,999.9,653
3,2015,04,08,2015-04-08,999.9,457
6,2015,04,18,2015-04-18,999.9,605
5,2015,04,17,2015-04-17,999.9,679
5,2015,04,03,2015-04-03,999.9,491
4,2015,05,28,2015-05-28,999.9,682
1,2015,05,25,2015-05-25,999.9,420
7,2015,05,24,2015-05-24,999.9,432
5,2015,05,01,2015-05-01,999.9,642
3,2015,05,06,2015-05-06,999.9,568
3,2015,05,27,2015-05-27,999.9,697
2,2015,05,12,2015-05-12,999.9,684
6,2015,05,16,2015-05-16,999.9,650
3,2015,05,13,2015-05-13,999.9,655
4,2015,05,14,2015-05-14,999.9,654
7,2015,05,31,2015-05-31,999.9,555
5,2015,05,08,2015-05-08,999.9,709
6,2015,05,02,2015-05-02,999.9,540
1,2015,05,11,2015-05-11,999.9,645
6,2015,05,23,2015-05-23,999.9,546
7,2015,05,10,2015-05-10,999.9,549
6,2015,05,30,2015-05-30,999.9,622
5,2015,05,29,2015-05-29,999.9,813
7,2015,05,03,2015-05-03,999.9,555
5,2015,05,22,2015-05-22,999.9,727
2,2015,05,19,2015-05-19,999.9,606
2,2015,05,05,2015-05-05,999.9,638
4,2015,05,21,2015-05-21,999.9,615
2,2015,05,26,2015-05-26,999.9,686
5,2015,05,15,2015-05-15,999.9,723
6,2015,05,09,2015-05-09,999.9,560
4,2015,05,07,2015-05-07,999.9,684
1,2015,05,04,2015-05-04,999.9,641
3,2015,05,20,2015-05-20,999.9,666
7,2015,05,17,2015-05-17,999.9,543
1,2015,05,18,2015-05-18,999.9,566
6,2015,06,06,2015-06-06,999.9,598
1,2015,06,29,2015-06-29,999.9,662
7,2015,06,21,2015-06-21,999.9,620
5,2015,06,19,2015-06-19,999.9,732
2,2015,06,23,2015-06-23,999.9,703
5,2015,06,26,2015-06-26,999.9,774
2,2015,06,30,2015-06-30,999.9,622
3,2015,06,10,2015-06-10,999.9,667
7,2015,06,14,2015-06-14,999.9,578
6,2015,06,13,2015-06-13,999.9,395
3,2015,06,24,2015-06-24,999.9,778
2,2015,06,16,2015-06-16,999.9,593
3,2015,06,03,2015-06-03,999.9,658
5,2015,06,12,2015-06-12,999.9,451
1,2015,06,22,2015-06-22,999.9,774
6,2015,06,20,2015-06-20,999.9,505
2,2015,06,09,2015-06-09,999.9,652
3,2015,06,17,2015-06-17,999.9,706
7,2015,06,07,2015-06-07,999.9,559
4,2015,06,04,2015-06-04,999.9,552
4,2015,06,18,2015-06-18,999.9,615
2,2015,06,02,2015-06-02,999.9,642
1,2015,06,08,2015-06-08,999.9,634
1,2015,06,01,2015-06-01,999.9,691
7,2015,06,28,2015-06-28,999.9,535
6,2015,06,27,2015-06-27,999.9,595
5,2015,06,05,2015-06-05,999.9,692
4,2015,06,25,2015-06-25,999.9,670
4,2015,06,11,2015-06-11,999.9,666
1,2015,06,15,2015-06-15,999.9,506
5,2015,07,10,2015-07-10,999.9,709
